UploadLink,BCIPN,Description,Level,Type,Username,bcipnParent,SrNo,ComputedRohsStatus,Justification,BOMUploadDate,ParentSrNo,Site,cpkey,JustificationForRoHSParent,comments
MS4e_BOM,8321147,"SCREW,MACHINE;PAN,",3,"Bulk Costed",pablo.diaz,B42748,8321147_438,Compliant,NULL,NULL,B42748_367,Miami,MS4e.B23007.B42748.8321147,NULL,NULL
MS4e_BOM,8321148,"SCREW,MACHINE;SCR,PAN,SS,6-32X1,SELF-LOCK, CRES,PSVT,VIBRA-TITE",3,"Bulk Costed",pablo.diaz,B42748,8321148_439,"PN Not Found",NULL,NULL,B42748_367,Miami,MS4e.B23007.B42748.8321148,NULL,NULL
MS4e_BOM,8321149,"SCREW,MACHINE;SCR,PAN,SS,1/4-20X1,SELF-LOCK, CRES,PSVT,VIBRA-TITE",3,"Bulk Costed",pablo.diaz,B42748,8321149_440,Compliant,NULL,NULL,B42748_367,Miami,MS4e.B23007.B42748.8321149,NULL,NULL
MS4e_BOM,8321174,"SPACER,TAP;SPACER,MOTOR,METERI",3,Purchased,pablo.diaz,B42748,8321174_441,Compliant,NULL,NULL,B42748_367,Miami,MS4e.B23007.B42748.8321174,NULL,NULL
MS4e_BOM,8321175,"BEARING;BEARING,BALL,24MMODX12MM BORE",3,Purchased,pablo.diaz,B42748,8321175_442,Compliant,NULL,NULL,B42748_367,Miami,MS4e.B23007.B42748.8321175,NULL,NULL
MS4e_BOM,8321176,"CP;PLATE,BEARING,MET PUMP,MS3",3,Purchased,pablo.diaz,B42748,8321176_443,Compliant,NULL,NULL,B42748_367,Miami,MS4e.B23007.B42748.8321176,NULL,NULL
MS4e_BOM,8321247,"SCREW,MACHINE;SCR,PAN,SS,4-40X.38,SELF-LOCK, CRES,PSVT,VIBRA-TITE",3,"Bulk Costed",pablo.diaz,B42748,8321247_444,Compliant,NULL,NULL,B42748_367,Miami,MS4e.B23007.B42748.8321247,NULL,NULL
MS4e_BOM,8321257,"SCREW,MACHINE;SCR,SHCS,SS,6-32X.25,SLF-LOCK, CRES,PSVT,VIBRA-TITE",3,"Bulk Costed",pablo.diaz,B42748,8321257_445,"PN Not Found",NULL,NULL,B42748_367,Miami,MS4e.B23007.B42748.8321257,NULL,NULL
MS4e_BOM,8321261,"PUMPS,VAC & PRESS;WELL,OIL,MET",3,Purchased,pablo.diaz,B42748,8321261_446,Compliant,NULL,NULL,B42748_367,Miami,MS4e.B23007.B42748.8321261,NULL,NULL
MS4e_BOM,8321314,"CP;CAPLUG,VINYL,1.062ID X 1.00L",3,"Bulk Costed",pablo.diaz,B42748,8321314_447,Compliant,NULL,NULL,B42748_367,Miami,MS4e.B23007.B42748.8321314,NULL,NULL
MS4e_BOM,8321318,"ASSY;WIRE,MET. PUMP GND,MS3",3,Purchased,pablo.diaz,B42748,8321318_448,Compliant,NULL,NULL,B42748_367,Miami,MS4e.B23007.B42748.8321318,NULL,NULL
MS4e_BOM,2113018,"TERM,SLDRLS #6 RING,22-16 AWG",4,Purchased,pablo.diaz,8321318,2113018_449,Compliant,NULL,NULL,8321318_448,Miami,MS4e.B23007.B42748.8321318.2113018,NULL,NULL
MS4e_BOM,6018112,"WIRE,IPVC INS AWG, UL1430",4,Purchased,pablo.diaz,8321318,6018112_450,Compliant,NULL,NULL,8321318_448,Miami,MS4e.B23007.B42748.8321318.6018112,NULL,NULL
MS4e_BOM,8321545,"CP;COVER,MET. PUMP,MS3",3,Purchased,pablo.diaz,B42748,8321545_451,Compliant,NULL,NULL,B42748_367,Miami,MS4e.B23007.B42748.8321545,NULL,NULL
MS4e_BOM,9912407,"DISK,PRGM;DISC.SLOTTED",3,"Bulk Costed",pablo.diaz,B42748,9912407_452,Compliant,NULL,NULL,B42748_367,Miami,MS4e.B23007.B42748.9912407,NULL,NULL
MS4e_BOM,9912626,"QUADRING,14.44MMOD X 3.OTK VTN",3,"Bulk Costed",pablo.diaz,B42748,9912626_453,Compliant,NULL,NULL,B42748_367,Miami,MS4e.B23007.B42748.9912626,NULL,NULL
MS4e_BOM,9912968,"CP;DISC SUPPORT",3,Purchased,pablo.diaz,B42748,9912968_454,Compliant,NULL,NULL,B42748_367,Miami,MS4e.B23007.B42748.9912968,NULL,NULL
MS4e_BOM,9913098,"HYDRAULIC OIL Z1",3,Purchased,pablo.diaz,B42748,9913098_455,Compliant,NULL,NULL,B42748_367,Miami,MS4e.B23007.B42748.9913098,NULL,NULL
MS4e_BOM,9909402,"LAB EQUIP;BOTTLE AND POLYPROPY",4,Purchased,pablo.diaz,9913098,9909402_456,"PN Not Found",NULL,NULL,9913098_455,Miami,MS4e.B23007.B42748.9913098.9909402,"Justified By ROHS Parent",NULL
MS4e_BOM,9913170,"CHEM,PRCSG;BULK HYDRAULIC FLUI",4,Purchased,pablo.diaz,9913098,9913170_457,"PN Not Found",NULL,NULL,9913098_455,Miami,MS4e.B23007.B42748.9913098.9913170,"Justified By ROHS Parent",NULL
MS4e_BOM,9913102,"CHEM,PROD(INGRED);ETHOQUAD, C12",5,Purchased,pablo.diaz,9913170,9913102_458,"PN Not Found",NULL,NULL,9913170_457,Miami,MS4e.B23007.B42748.9913098.9913170.9913102,"Justified By ROHS Parent",NULL
MS4e_BOM,9916128,"INKS & DYES;POLYETHYLENE GLYCO",5,Purchased,pablo.diaz,9913170,9916128_459,"PN Not Found",NULL,NULL,9913170_457,Miami,MS4e.B23007.B42748.9913098.9913170.9916128,"Justified By ROHS Parent",NULL
MS4e_BOM,B42749,"ASSY,VALVE, STOPCOCK, MS4E",2,Manufactured,pablo.diaz,B23007,B42749_460,"PN Not Found",NULL,NULL,B23007_29,Miami,MS4e.B23007.B42749,NULL,NULL
MS4e_BOM,A46786,S/A;,3,Purchased,pablo.diaz,B42749,A46786_461,Compliant,NULL,NULL,B42749_460,Miami,MS4e.B23007.B42749.A46786,NULL,NULL
MS4e_BOM,A56035,ASSY;,3,Manufactured,pablo.diaz,B42749,A56035_462,"PN Not Found",NULL,NULL,B42749_460,Miami,MS4e.B23007.B42749.A56035,NULL,NULL
MS4e_BOM,A54292,"MOTOR,DC, 24V,11W,369:1 GEAR HD,PLANETARY, 225 MMLEADS",4,Purchased,pablo.diaz,A56035,A54292_463,Compliant,NULL,NULL,A56035_462,Miami,MS4e.B23007.B42749.A56035.A54292,NULL,NULL
MS4e_BOM,8320847,"CONTACT,MULTI-USE;CONTACT,CRIM",4,"Bulk Costed",pablo.diaz,A56035,8320847_464,Compliant,NULL,NULL,A56035_462,Miami,MS4e.B23007.B42749.A56035.8320847,NULL,NULL
MS4e_BOM,8321218,"CONN,HDR/RCPT, .050 CTR;CONN.,RCPT,2 POS.,.100 SPC",4,Purchased,pablo.diaz,A56035,8321218_465,Compliant,NULL,NULL,A56035_462,Miami,MS4e.B23007.B42749.A56035.8321218,NULL,NULL
MS4e_BOM,B16588,"ASSY,PCB, VALVE CONTROL, MS4E",3,Purchased,pablo.diaz,B42749,B16588_466,"PN Not Found",NULL,NULL,B42749_460,Miami,MS4e.B23007.B42749.B16588,NULL,NULL
MS4e_BOM,2827045,"WASHER,FLAT,  #4,.125IDX .250ODX.031THK,CRES,PSVT",3,"Bulk Costed",pablo.diaz,B42749,2827045_467,Compliant,NULL,NULL,B42749_460,Miami,MS4e.B23007.B42749.2827045,NULL,NULL
MS4e_BOM,2827114,"WASHER,FLAT,# 10,.203IDX .437ODX.062THK,WNYL",3,"Bulk Costed",pablo.diaz,B42749,2827114_468,Compliant,NULL,NULL,B42749_460,Miami,MS4e.B23007.B42749.2827114,NULL,NULL
MS4e_BOM,8201636,"CP;LOCKSTRIP,8-32X3/16, PT,22 ND",3,Purchased,pablo.diaz,B42749,8201636_469,"No Compliance Data",NULL,NULL,B42749_460,Miami,MS4e.B23007.B42749.8201636,NULL,NULL
MS4e_BOM,8320595,"CP;DRIVE LINK, VALVE, MS3",3,Purchased,pablo.diaz,B42749,8320595_470,Compliant,NULL,NULL,B42749_460,Miami,MS4e.B23007.B42749.8320595,NULL,NULL
MS4e_BOM,8320598,"CP;MOUNT, VALVE, MS3",3,Purchased,pablo.diaz,B42749,8320598_471,Compliant,NULL,NULL,B42749_460,Miami,MS4e.B23007.B42749.8320598,NULL,NULL
MS4e_BOM,8320602,"CP;COVER, VALVE, MS3",3,Purchased,pablo.diaz,B42749,8320602_472,Compliant,NULL,NULL,B42749_460,Miami,MS4e.B23007.B42749.8320602,NULL,NULL
MS4e_BOM,8321093,"WASHER,FLAT;WASHER,FLAT,SS,.166IDX.50OD X .030THK",3,"Bulk Costed",pablo.diaz,B42749,8321093_473,Compliant,NULL,NULL,B42749_460,Miami,MS4e.B23007.B42749.8321093,NULL,NULL
MS4e_BOM,8321099,"STOPCOCK, TEFLON, 1/4ID",3,Purchased,pablo.diaz,B42749,8321099_474,Compliant,NULL,NULL,B42749_460,Miami,MS4e.B23007.B42749.8321099,NULL,NULL
MS4e_BOM,8321155,"SCREW,MACHINE;SCR,PAN,SS,4-40X.19,SELF-LOCK, CRES PSVT,VIBRA-TITE",3,"Bulk Costed",pablo.diaz,B42749,8321155_475,Compliant,NULL,NULL,B42749_460,Miami,MS4e.B23007.B42749.8321155,NULL,NULL
MS4e_BOM,8321243,"CP;FLAG, VALVE, MS3",3,Purchased,pablo.diaz,B42749,8321243_476,Compliant,NULL,NULL,B42749_460,Miami,MS4e.B23007.B42749.8321243,NULL,NULL
MS4e_BOM,8321249,"SCREW,MACHINE;SCREW,PAN,SS,M2.5X5MM,SLOTTED",3,"Bulk Costed",pablo.diaz,B42749,8321249_477,Compliant,NULL,NULL,B42749_460,Miami,MS4e.B23007.B42749.8321249,NULL,NULL
MS4e_BOM,8321256,"SCREW,MACHINE;SCR,SHCS,SS,4-40X.5,SELF-LOCK, CRES,PSVT,VIBRA-TITE",3,"Bulk Costed",pablo.diaz,B42749,8321256_478,Compliant,NULL,NULL,B42749_460,Miami,MS4e.B23007.B42749.8321256,NULL,NULL
MS4e_BOM,B43538,"PLANNING BILL,UCS, FINAL INTEGRATION, MS4E",2,Manufactured,pablo.diaz,B23007,B43538_479,"PN Not Found",NULL,NULL,B23007_29,Miami,MS4e.B23007.B43538,NULL,NULL
MS4e_BOM,B22337,"ASSY,TESTED PCB,PULSE PRCSR,ANLG,MS4E",3,Purchased,pablo.diaz,B43538,B22337_480,"PN Not Found",NULL,NULL,B43538_479,Miami,MS4e.B23007.B43538.B22337,NULL,NULL
MS4e_BOM,B23041,"ASSY,TESTED PCB,PULSE PRCSR, DGTL,MS4E",3,Purchased,pablo.diaz,B43538,B23041_481,"PN Not Found",NULL,NULL,B43538_479,Miami,MS4e.B23007.B43538.B23041,NULL,NULL
MS4e_BOM,B28878,"ASSY,TESTED,PCB,PRE-AMP,MS4E",3,Purchased,pablo.diaz,B43538,B28878_482,Compliant,NULL,NULL,B43538_479,Miami,MS4e.B23007.B43538.B28878,NULL,NULL
MS4e_BOM,B28880,"ASSY,TESTED,PCB,UEP,MS4E",3,Purchased,pablo.diaz,B43538,B28880_483,Compliant,NULL,NULL,B43538_479,Miami,MS4e.B23007.B43538.B28880,NULL,NULL
MS4e_BOM,B28883,"ASSY,TESTED,PCB,MAINBOARD,MS4E",3,Purchased,pablo.diaz,B43538,B28883_484,"PN Not Found",NULL,NULL,B43538_479,Miami,MS4e.B23007.B43538.B28883,NULL,NULL
MS4e_BOM,B28891,"ASSY,TESTED,POWER SUPPLY,MS4E",3,Purchased,pablo.diaz,B43538,B28891_485,"PN Not Found",NULL,NULL,B43538_479,Miami,MS4e.B23007.B43538.B28891,NULL,NULL
MS4e_BOM,B43673,"LBL,N/PL,NAMEPLATE, MS4E",2,Manufactured,pablo.diaz,B23007,B43673_486,"PN Not Found",NULL,NULL,B23007_29,Miami,MS4e.B23007.B43673,NULL,NULL
MS4e_BOM,177211,"LBL,CMPNT;LABEL, BLANK, 3.00 X 1.00, METAL POLY, SILVER, GLOSS",3,Purchased,pablo.diaz,B43673,177211_487,Compliant,NULL,NULL,B43673_486,Miami,MS4e.B23007.B43673.177211,NULL,NULL
MS4e_BOM,177763,"ENG STD;SERIAL NAMEPLATE LABEL",3,Reference,pablo.diaz,B43673,177763_488,"Out Of Scope",NULL,NULL,B43673_486,Miami,MS4e.B23007.B43673.177763,NULL,NULL
MS4e_BOM,177211,"LBL,CMPNT;LABEL, BLANK, 3.00 X 1.00, METAL POLY, SILVER, GLOSS",4,Purchased,pablo.diaz,177763,177211_489,Compliant,NULL,NULL,177763_488,Miami,MS4e.B23007.B43673.177763.177211,NULL,NULL
MS4e_BOM,A80946,"DSGN STD,PEC REQUIREMENTS FOR CONTRACT MANUFACTURERS",4,Reference,pablo.diaz,177763,A80946_490,"Out Of Scope",Document,NULL,177763_488,Miami,MS4e.B23007.B43673.177763.A80946,NULL,NULL
MS4e_BOM,B45795,"tape,elect,abrsv res,6""w,uhmw",2,Purchased,pablo.diaz,B23007,B45795_491,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.B45795,NULL,NULL
MS4e_BOM,1604002,"GREASE, HIGH VACUUM 5.3 OZ TUB",2,"Bulk Costed",pablo.diaz,B23007,1604002_492,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.1604002,NULL,NULL
MS4e_BOM,1808043,"RFI/EMI SUPPRESSOR, FERRITE",2,Purchased,pablo.diaz,B23007,1808043_493,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.1808043,NULL,NULL
MS4e_BOM,1808052,"RFI/EMI SUPPRESSOR;ENCLOSURE FOR SPLIT EMI SUPRESSOR",2,Purchased,pablo.diaz,B23007,1808052_494,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.1808052,NULL,NULL
MS4e_BOM,2429738,"LBL,MISC,EXPLANATION SYMBOL",2,"Bulk Costed",pablo.diaz,B23007,2429738_495,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.2429738,NULL,NULL
MS4e_BOM,2430901,"LBL,MISC;EU CONFORMANCE MARK",2,Purchased,pablo.diaz,B23007,2430901_496,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.2430901,NULL,NULL
MS4e_BOM,2603052,"FAN ACCESSORIES",2,Purchased,pablo.diaz,B23007,2603052_497,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.2603052,NULL,NULL
MS4e_BOM,2806021,"SCREW, #6-32, 0.38 FL82 HEAD, XREC",2,Purchased,pablo.diaz,B23007,2806021_498,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.2806021,NULL,NULL
MS4e_BOM,2806120,"SCREW,MACHINE;       #",2,"Bulk Costed",pablo.diaz,B23007,2806120_499,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.2806120,NULL,NULL
MS4e_BOM,2808005,"SCREW,MACHINE;# 8-32X  .31,FL82-HD,XREC,CRES,PSVT,  /0203047",2,"Bulk Costed",pablo.diaz,B23007,2808005_500,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.2808005,NULL,NULL
MS4e_BOM,2810016,"SCREW,MACHINE;SCREW,MACHINE;   # 10-32X  .50,HSC -HD,HEXS,CRES,PSVT,",2,Purchased,pablo.diaz,B23007,2810016_501,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.2810016,NULL,NULL
MS4e_BOM,2810017,"SCREW,MACHINE #10-32 X .50,",2,Purchased,pablo.diaz,B23007,2810017_502,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.2810017,NULL,NULL
MS4e_BOM,2810044,"SCREW,MACHINE;SCREW,MACHINE;   # 10-32X  .75,HSC -HD,HEXS,CRES,PSVT,",2,Purchased,pablo.diaz,B23007,2810044_503,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.2810044,NULL,NULL
MS4e_BOM,2810061,"SCREW,MACH,#10-32X1.00 HSC-HD",2,Purchased,pablo.diaz,B23007,2810061_504,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.2810061,NULL,NULL
MS4e_BOM,2821010,"NUT,SELF-LOCK #",2,"Bulk Costed",pablo.diaz,B23007,2821010_505,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.2821010,NULL,NULL
MS4e_BOM,2821013,"NUT,SELF-LOCK;# 10-32X.377AFX.239H,NYL INS,CRES PA",2,"Bulk Costed",pablo.diaz,B23007,2821013_506,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.2821013,NULL,NULL
MS4e_BOM,2826035,"6, .14IDX .25ODX .031THK,CRES,",2,"Bulk Costed",pablo.diaz,B23007,2826035_507,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.2826035,NULL,NULL
MS4e_BOM,2827048,"4,.125IDX .375ODX.031THK,CRES,",2,Purchased,pablo.diaz,B23007,2827048_508,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.2827048,NULL,NULL
MS4e_BOM,2827134,"WSHR,FLT,#6,.156ID X .375OD X",2,"Bulk Costed",pablo.diaz,B23007,2827134_509,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.2827134,NULL,NULL
MS4e_BOM,2827147,"06,.156IDX .312ODX.036THK,CRES,",2,"Bulk Costed",pablo.diaz,B23007,2827147_510,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.2827147,NULL,NULL
MS4e_BOM,2830014,".375 ID X .625 OD X .250THK RUB",2,Purchased,pablo.diaz,B23007,2830014_511,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.2830014,NULL,NULL
MS4e_BOM,2830016,GROMMET,2,"Bulk Costed",pablo.diaz,B23007,2830016_512,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.2830016,NULL,NULL
MS4e_BOM,2830020,"GROMMET, .750 ID X 1.125 OD X",2,Purchased,pablo.diaz,B23007,2830020_513,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.2830020,NULL,NULL
MS4e_BOM,2839010,"SCREW,SELF-LOCK #",2,"Bulk Costed",pablo.diaz,B23007,2839010_514,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.2839010,NULL,NULL
MS4e_BOM,2839051,"SCREW,SELF-LOCK;SCREW,SELF-LOCK;   # 10-32X .75,PAN -HD,XREC,CRES,PSVT",2,Purchased,pablo.diaz,B23007,2839051_515,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.2839051,NULL,NULL
MS4e_BOM,2839105,"SCREW,SELF-LOCK;SCREW,SELF-LOCK;  # 6-32X  .25,PAN -HD,XREC,CRES,PSVT,",2,Purchased,pablo.diaz,B23007,2839105_516,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.2839105,NULL,NULL
MS4e_BOM,2851406,"GROMMET,MOLDED STRIPS,1.125",2,Purchased,pablo.diaz,B23007,2851406_517,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.2851406,NULL,NULL
MS4e_BOM,2851638,"WASHER, SHOULDER, INSULATING",2,"Bulk Costed",pablo.diaz,B23007,2851638_518,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.2851638,NULL,NULL
MS4e_BOM,2852229,"SCREW,#6-32,0.25 PAN HEAD, XREC",2,"Bulk Costed",pablo.diaz,B23007,2852229_519,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.2852229,NULL,NULL
MS4e_BOM,3202044,"TRIM,DECORATIVE, PVC, BLACK .2 IDA, FOR .03-.06 THICK PANEL",2,"Bulk Costed",pablo.diaz,B23007,3202044_520,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.3202044,NULL,NULL
MS4e_BOM,456024,"LABPCE, PROTECTIVE GROUND",2,Purchased,pablo.diaz,B23007,456024_521,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.456024,NULL,NULL
MS4e_BOM,6009101,"WIRE MARKER,#1, 9 X 2 CARD,1/4 X  .5 MARKERS",2,Purchased,pablo.diaz,B23007,6009101_522,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.6009101,NULL,NULL
MS4e_BOM,6009102,"WIRE MARKER;WIRE MARKER, 2, 9 X 2 CARD,1/4 X  .5 MARKERS",2,Purchased,pablo.diaz,B23007,6009102_523,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.6009102,NULL,NULL
MS4e_BOM,6009103,"WIRE MARKER,#   3, 9 X 2 CARD,1/4 X  .5 MARKERS",2,Purchased,pablo.diaz,B23007,6009103_524,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.6009103,NULL,NULL
MS4e_BOM,6009104,"WIRE MARKER, #4,9 X 2 CARD,1/4 X  .5 MARKERS",2,Purchased,pablo.diaz,B23007,6009104_525,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.6009104,NULL,NULL
MS4e_BOM,6011001,"WIRE TIE,4.0L X .10W,3/4 BUNDLE DIA,NYLON ROHS CO",2,Purchased,pablo.diaz,B23007,6011001_526,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.6011001,NULL,NULL
MS4e_BOM,6011019,"WIRE TIE, MOUNT .51L X .33W",2,"Bulk Costed",pablo.diaz,B23007,6011019_527,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.6011019,NULL,NULL
MS4e_BOM,6027284,"WIRE TIE,MOUNT .75X.75 ADH BACK",2,Purchased,pablo.diaz,B23007,6027284_528,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.6027284,NULL,NULL
MS4e_BOM,6028733,"CBL CLAMP, CBL CLAMP",2,"Bulk Costed",pablo.diaz,B23007,6028733_529,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.6028733,NULL,NULL
MS4e_BOM,6028788,"CBL CLAMP,WIRE HARNESS, RIVET/SCREW MT, 1/4"" DIA CBL",2,"Bulk Costed",pablo.diaz,B23007,6028788_530,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.6028788,NULL,NULL
MS4e_BOM,605134,"LABPCE, C-TICK",2,"Bulk Costed",pablo.diaz,B23007,605134_531,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.605134,NULL,NULL
MS4e_BOM,605175,"LABPCE, CSA/ International Certified Label",2,Purchased,pablo.diaz,B23007,605175_532,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.605175,NULL,NULL
MS4e_BOM,628007,"S/A;RIGHT COVER",2,Purchased,pablo.diaz,B23007,628007_533,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.628007,NULL,NULL
MS4e_BOM,628008,"S/A;TOP COVER",2,Purchased,pablo.diaz,B23007,628008_534,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.628008,NULL,NULL
MS4e_BOM,628009,"S/A;LEFT COVER",2,Purchased,pablo.diaz,B23007,628009_535,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.628009,NULL,NULL
MS4e_BOM,628632,"NUT,SPCL;LOCKNUT, 10-32 HEX NYLON-INSERT, 18-8 SS, 1/2 HEIGHT",2,"Bulk Costed",pablo.diaz,B23007,628632_536,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.628632,NULL,NULL
MS4e_BOM,774314,"TAPE,SELF-ADHES;VHB 4947F, ACRYLIC FOAM, 0.045 THK, 0.50 W",2,Purchased,pablo.diaz,B23007,774314_537,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.774314,NULL,NULL
MS4e_BOM,8302043,"SCREW, SHCS, SS, 6-32X1/2",2,"Bulk Costed",pablo.diaz,B23007,8302043_538,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.8302043,NULL,NULL
MS4e_BOM,8302881,"GROMMET;ISODAMP GROMMET,.188ID X .313H",2,"Bulk Costed",pablo.diaz,B23007,8302881_539,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.8302881,NULL,NULL
MS4e_BOM,8302913,"TAPE,DBL SIDE,3M #Y9473,1""W X",2,Purchased,pablo.diaz,B23007,8302913_540,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.8302913,NULL,NULL
MS4e_BOM,8304959,"SCREW, MACHINE, 6-32 X .3IL, CRES.",2,"Bulk Costed",pablo.diaz,B23007,8304959_541,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.8304959,NULL,NULL
MS4e_BOM,8305501,"SCREW,MACHINE;SCREW,SS,SHCS,10-32 X 3/8 H02SS#103224",2,"Bulk Costed",pablo.diaz,B23007,8305501_542,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.8305501,NULL,NULL
MS4e_BOM,8305554,"NUT,HEX;NUT,SS,HEX,10-32 H10SS#10",2,"Bulk Costed",pablo.diaz,B23007,8305554_543,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.8305554,NULL,NULL
MS4e_BOM,8305631,"MISC MECH CMPNT;LOCKNUT,SS,ELASTIC,#6-32 H37SS#06",2,"Bulk Costed",pablo.diaz,B23007,8305631_544,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.8305631,NULL,NULL
MS4e_BOM,8305688,"CLIPS & HOLDERS;CABLE CLIP,FLAVE                       H57FCBLCLIP-2",2,"Bulk Costed",pablo.diaz,B23007,8305688_545,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.8305688,NULL,NULL
MS4e_BOM,8307584,"SI ONLY,NUT,SS,HEX,KEP,#6",2,"Bulk Costed",pablo.diaz,B23007,8307584_546,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.8307584,NULL,NULL
MS4e_BOM,8309155,"GASKET;C-FOLD,W/C2,ADH BKD",2,"Bulk Costed",pablo.diaz,B23007,8309155_547,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.8309155,NULL,NULL
MS4e_BOM,8309345,"KIT;KIT,HARDWARE,CONN",2,"Bulk Costed",pablo.diaz,B23007,8309345_548,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.8309345,NULL,NULL
MS4e_BOM,8310028,"SCREW,MACHINE;SCR,PAN,SS,10-32X.50,SLF-LOCK, CRES,PSVT,VIBRA-TITE",2,Purchased,pablo.diaz,B23007,8310028_549,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.8310028,NULL,NULL
MS4e_BOM,8320947,"ELBOW, RIGHT ANGLE, WASTEBAG",2,Purchased,pablo.diaz,B23007,8320947_550,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.8320947,NULL,NULL
MS4e_BOM,8320970,"O-RING, KALREZ (108)",2,Purchased,pablo.diaz,B23007,8320970_551,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.8320970,NULL,NULL
MS4e_BOM,8320972,"SI ONLY, INSERT, O-RING, MET. PUMP",2,Purchased,pablo.diaz,B23007,8320972_552,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.8320972,NULL,NULL
MS4e_BOM,8321081,"O-RING, KALREZ (011), WASTEBAG",2,Purchased,pablo.diaz,B23007,8321081_553,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.8321081,NULL,NULL
MS4e_BOM,8321142,"SCREW,MACHINE;SCR,PAN,SS,4-40X.31,SELF-LOCK, CRES,PSVT,VIBRA-TITE",2,"Bulk Costed",pablo.diaz,B23007,8321142_554,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.8321142,NULL,NULL
MS4e_BOM,8321208,"TUBING, TEFLON, .25OD, .062 WALL",2,"Bulk Costed",pablo.diaz,B23007,8321208_555,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.8321208,NULL,NULL
MS4e_BOM,8321248,"Screw, Pan, SS, 10-32 x .38, Self-Lock",2,Purchased,pablo.diaz,B23007,8321248_556,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.8321248,NULL,NULL
