UploadLink,BCIPN,Description,Level,Type,Username,bcipnParent,SrNo,ComputedRohsStatus,Justification,BOMUploadDate,ParentSrNo,Site,cpkey,JustificationForRoHSParent,comments
"ADDITIONAL ITEM_BOM","ADDITIONAL ITEM","ADDITIONAL ITEM",0,Manufactured,yomata,,"ADDITIONAL ITEM_0","PN Not Found",NULL,"25-11-2017",,Japan,,NULL,NULL
"ADDITIONAL ITEM_BOM",MU516200,"W Rack NE Assy",1,Purchased,yomata,"ADDITIONAL ITEM",MU516200_1,Compliant,NULL,NULL,"ADDITIONAL ITEM_0",Japan,"ADDITIONAL ITEM.MU516200",NULL,NULL
"ADDITIONAL ITEM_BOM",MU516300,"B Rack NE Assy",1,Purchased,yomata,"ADDITIONAL ITEM",MU516300_2,Compliant,NULL,NULL,"ADDITIONAL ITEM_0",Japan,"ADDITIONAL ITEM.MU516300",NULL,NULL
"ADDITIONAL ITEM_BOM",MU516400,"G Rack NE Assy",1,Purchased,yomata,"ADDITIONAL ITEM",MU516400_3,Compliant,NULL,NULL,"ADDITIONAL ITEM_0",Japan,"ADDITIONAL ITEM.MU516400",NULL,NULL
"ADDITIONAL ITEM_BOM",MU516500,"R Rack NE",1,Purchased,yomata,"ADDITIONAL ITEM",MU516500_4,Compliant,NULL,NULL,"ADDITIONAL ITEM_0",Japan,"ADDITIONAL ITEM.MU516500",NULL,NULL
"ADDITIONAL ITEM_BOM",MU516600,"Y Rack NE Assy",1,Purchased,yomata,"ADDITIONAL ITEM",MU516600_5,Compliant,NULL,NULL,"ADDITIONAL ITEM_0",Japan,"ADDITIONAL ITEM.MU516600",NULL,NULL
"ADDITIONAL ITEM_BOM",MU516700,"O Rack NE Assy",1,Purchased,yomata,"ADDITIONAL ITEM",MU516700_6,Compliant,NULL,NULL,"ADDITIONAL ITEM_0",Japan,"ADDITIONAL ITEM.MU516700",NULL,NULL
"ADDITIONAL ITEM_BOM",MD050900,Label,1,Purchased,yomata,"ADDITIONAL ITEM",MD050900_7,Compliant,NULL,NULL,"ADDITIONAL ITEM_0",Japan,"ADDITIONAL ITEM.MD050900",NULL,NULL
"ADDITIONAL ITEM_BOM",ME535700,Adapter,1,Purchased,yomata,"ADDITIONAL ITEM",ME535700_8,Compliant,NULL,NULL,"ADDITIONAL ITEM_0",Japan,"ADDITIONAL ITEM.ME535700",NULL,NULL
"ADDITIONAL ITEM_BOM",MF527000,"R Label-LDPE",1,Purchased,yomata,"ADDITIONAL ITEM",MF527000_9,Compliant,NULL,NULL,"ADDITIONAL ITEM_0",Japan,"ADDITIONAL ITEM.MF527000",NULL,NULL
"ADDITIONAL ITEM_BOM",MF527100,"R Label-PP",1,Purchased,yomata,"ADDITIONAL ITEM",MF527100_10,Compliant,NULL,NULL,"ADDITIONAL ITEM_0",Japan,"ADDITIONAL ITEM.MF527100",NULL,NULL
"ADDITIONAL ITEM_BOM",MF738800,"Rack ID Label",1,Purchased,yomata,"ADDITIONAL ITEM",MF738800_11,Compliant,NULL,NULL,"ADDITIONAL ITEM_0",Japan,"ADDITIONAL ITEM.MF738800",NULL,NULL
"ADDITIONAL ITEM_BOM",MZ022400,"Rack box",1,Purchased,yomata,"ADDITIONAL ITEM",MZ022400_12,Compliant,NULL,NULL,"ADDITIONAL ITEM_0",Japan,"ADDITIONAL ITEM.MZ022400",NULL,NULL
"ADDITIONAL ITEM_BOM",MZ023900,"Rack Box",1,Purchased,yomata,"ADDITIONAL ITEM",MZ023900_13,Compliant,NULL,NULL,"ADDITIONAL ITEM_0",Japan,"ADDITIONAL ITEM.MZ023900",NULL,NULL
"ADDITIONAL ITEM_BOM",MU919400,"Na Electrode A&T (1 ea.)",1,"Resale PurchLot Expiry",yomata,"ADDITIONAL ITEM",MU919400_14,Compliant,NULL,NULL,"ADDITIONAL ITEM_0",Japan,"ADDITIONAL ITEM.MU919400",NULL,NULL
"ADDITIONAL ITEM_BOM",MU919500,"K Electrode A&T (1 ea.)",1,"Resale PurchLot Expiry",yomata,"ADDITIONAL ITEM",MU919500_15,Compliant,NULL,NULL,"ADDITIONAL ITEM_0",Japan,"ADDITIONAL ITEM.MU919500",NULL,NULL
"ADDITIONAL ITEM_BOM",MU919600,"CL Electrode A&T (1 ea.)",1,"Resale PurchLot Expiry",yomata,"ADDITIONAL ITEM",MU919600_16,Compliant,NULL,NULL,"ADDITIONAL ITEM_0",Japan,"ADDITIONAL ITEM.MU919600",NULL,NULL
"ADDITIONAL ITEM_BOM",MU919700,"REF Electrode A&T (1 ea.)",1,"Resale PurchLot Expiry",yomata,"ADDITIONAL ITEM",MU919700_17,Compliant,NULL,NULL,"ADDITIONAL ITEM_0",Japan,"ADDITIONAL ITEM.MU919700",NULL,NULL
"SIGMA INSTRUMENTS_BOM","SIGMA INSTRUMENTS","SIGMA INSTRUMENTS",0,Manufactured,kbdarius,,"SIGMA INSTRUMENTS_0","PN Not Found",NULL,NULL,,Indianapolis,null,NULL,NULL
"SIGMA INSTRUMENTS_BOM",B30146,"MICROFUGE 20R, 120 V 60 HZ, WITH FA241.5P",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B30146_1,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B30146",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B30140,"MICROFUGE 20, 220-240 V 50-60 HZ, WITH FA241.5P",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B30140_2,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B30140",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B30134,"MICROFUGE 20, 100V 50-60 HZ, WITH FA241.5P",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B30134_3,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B30134",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B31605,"MICROFUGE 20 IVD 100V 50/60 HZ",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B31605_4,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B31605",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B30148,"MICROFUGE 20R, 120 V 60 HZ, WITH FA241.5, IVD",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B30148_5,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B30148",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B31606,"MICROFUGE 20 IVD 220V-240V 50 HZ CHINA",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B31606_6,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B31606",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B31602,"MICROFUGE 20 220V-240V 50 HZ CHINA",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B31602_7,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B31602",NULL,NULL
"SIGMA INSTRUMENTS_BOM",A99468,"ALLEGRA X-30, 220-240V, 50/60HZ, WITH CCC PLUG",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",A99468_8,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.A99468",NULL,NULL
"SIGMA INSTRUMENTS_BOM",A46473,"MICROFUGE 16,230V 50/60HZ",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",A46473_9,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.A46473",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B30589,"ALLEGRA X-5 CLINCAL SAMPLE PREP PACKAGE, 120 V 60 HZ, IVD",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B30589_10,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B30589",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B06319,"ALLEGRA X-30, IVD, 100V, 50/60HZ",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B06319_11,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B06319",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B31603,"MICROFUGE 20 IVD 220V-240V 50/60 HZ",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B31603_12,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B31603",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B31611,"MICROFUGE 20R IVD 220V-240V/50-60 HZ",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B31611_13,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B31611",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B30147,"MICROFUGE 20R, 120 V 60 HZ, WITH FA241.5P, IVD",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B30147_14,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B30147",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B30139,"MICROFUGE 20, 120 V 60 HZ, WITH FA361.5, IVD",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B30139_15,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B30139",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B30138,"MICROFUGE 20, 120 V 60 HZ, WITH FA241.5, IVD",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B30138_16,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B30138",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B30137,"MICROFUGE 20, 120 V 60 HZ, WITH FA241.5P, IVD",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B30137_17,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B30137",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B30152,"MICROFUGE 20R, 220-240 V 50-60 HZ, WITH FA241.5P, IVD",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B30152_18,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B30152",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B31607,"MICROFUGE 20R 220V-240V/50-60 HZ",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B31607_19,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B31607",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B06322,"ALLEGRA X-30R,IVD, 220-240V, 50/60HZ W/ CCC PLUG",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B06322_20,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B06322",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B31599,"MICROFUGE 20 220V-240V 50/60 HZ",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B31599_21,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B31599",NULL,NULL
"SIGMA INSTRUMENTS_BOM",A99469,"ALLEGRA X-30, 100V, 50/60 HZ",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",A99469_22,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.A99469",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B31612,"MICROFUGE 20R IVD 120V/60 HZ",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B31612_23,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B31612",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B30153,"MICROFUGE 20R, 220-240 V 50-60 HZ W/CCC PLUG, WITH FA241.5P",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B30153_24,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B30153",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B31608,"MICROFUGE 20R 120V/60 HZ",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B31608_25,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B31608",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B30592,"ALLEGRA X-5 CLINCAL SAMPLE PREP PACKAGE, 220-240 V W/CCC PLUG, IVD",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B30592_26,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B30592",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B06323,"ALLEGRA X-30R, IVD, 100V, 50/60HZ",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B06323_27,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B06323",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B06321,"ALLEGRA X-30R, IVD, 220-240V, 50/60HZ",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B06321_28,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B06321",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B06315,"ALLEGRA X-30, IVD, 220-240V, 50/60HZ",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B06315_29,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B06315",NULL,NULL
"SIGMA INSTRUMENTS_BOM",A99467,"ALLEGRA X-30, 220-240V, 50/60HZ",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",A99467_30,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.A99467",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B31609,"MICROFUGE 20R 100V/50-60 HZ",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B31609_31,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B31609",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B30145,"MICROFUGE 20R, 100 V 50-60 HZ, WITH FA241.5P, IVD",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B30145_32,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B30145",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B31601,"MICROFUGE 20 100V 50/60 HZ",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B31601_33,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B31601",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B06314,"ALLEGRA X-30, IVD, 120V, 60HZ",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B06314_34,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B06314",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B30144,"MICROFUGE 20R, 100 V 50-60 HZ, WITH FA241.5P",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B30144_35,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B30144",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B31600,"MICROFUGE 20 120V 60 HZ",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B31600_36,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B31600",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B30142,"MICROFUGE 20, 220-240 V 50-60 HZ W/CCC PLUG, WITH FA241.5P",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B30142_37,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B30142",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B30154,"MICROFUGE 20R, 220-240 V 50-60 HZ W/CCC PLUG, WITH FA241.5P IVD",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B30154_38,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B30154",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B30143,"MICROFUGE 20, 220-240 V 50-60 HZ W/CCC PLUG, WITH FA241.5P IVD",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B30143_39,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B30143",NULL,NULL
"SIGMA INSTRUMENTS_BOM",A99470,"ALLEGRA X-30R, 120V, 60HZ",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",A99470_40,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.A99470",NULL,NULL
"SIGMA INSTRUMENTS_BOM",A99471,"ALLEGRA X-30R, 220-240V, 50/60HZ",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",A99471_41,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.A99471",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B30141,"MICROFUGE 20, 220-240 V 50-60 HZ, WITH FA241.5P, IVD",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B30141_42,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B30141",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B30136,"MICROFUGE 20, 120 V 60 HZ, WITH FA241.5P",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B30136_43,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B30136",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B30591,"ALLEGRA X-5 CLINCAL SAMPLE PREP PACKAGE, 200 V 50-60 HZ, IVD",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B30591_44,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B30591",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B31614,"MICROFUGE 20R IVD 220V-240V/50 HZ CHINA",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B31614_45,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B31614",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B30149,"MICROFUGE 20R, 120 V 60 HZ, WITH FA361.5, IVD",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B30149_46,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B30149",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B30585,"ALLEGRA X-5 IVD 120V 60 HZ",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B30585_47,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B30585",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B06318,"ALLEGRA X-30,IVD, 220-240V, 50/60HZ W/ CCC PLUG",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B06318_48,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B06318",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B30590,"<<No Data Found>>",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B30590_49,"PN Not Found",NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B30590",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B30135,"MICROFUGE 20, 100V 50-60 HZ, WITH FA241.5P, IVD",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B30135_50,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B30135",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B06320,"ALLEGRA X-30R, IVD, 120V, 60HZ",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B06320_51,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B06320",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B31610,"MICROFUGE 20R 220V-240V/50 HZ CHINA",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B31610_52,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B31610",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B31604,"MICROFUGE 20 IVD 120V 60 HZ",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B31604_53,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B31604",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B30150,"MICROFUGE 20R, 220-240 V 50-60 HZ, WITH FA241.5P",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B30150_54,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B30150",NULL,NULL
"SIGMA INSTRUMENTS_BOM",A99473,"ALLEGRA X-30R, 100V, 50/60 HZ",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",A99473_55,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.A99473",NULL,NULL
"SIGMA INSTRUMENTS_BOM",A99466,"ALLEGRA X-30, 120V, 60HZ",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",A99466_56,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.A99466",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B31613,"MICROFUGE 20R IVD 100V/50-60 HZ",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B31613_57,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B31613",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B30587,"ALLEGRA X-5 IVD 200V 50/60 HZ",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B30587_58,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B30587",NULL,NULL
"SIGMA INSTRUMENTS_BOM",A99472,"ALLEGRA X-30R, 220-240V, 50/60HZ, WITH CCC PLUG",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",A99472_59,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.A99472",NULL,NULL
"SIGMA INSTRUMENTS_BOM",A46474,"MICROFUGE 16,100/120V",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",A46474_60,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.A46474",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B30586,"ALLEGRA X-5 IVD 220V-240V 50/60 HZ",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B30586_61,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B30586",NULL,NULL
"SIGMA INSTRUMENTS_BOM",B30588,"ALLEGRA X-5 IVD 220V-240V W/CCC PLUG",1,Bulk,kbdarius,"SIGMA INSTRUMENTS",B30588_62,Compliant,NULL,NULL,"SIGMA INSTRUMENTS_0",Indianapolis,"SIGMA INSTRUMENTS.B30588",NULL,NULL
MS4e_BOM,MS4e,"Top Number",0,Manufactured,pablo.diaz,,MS4e_0,"PN Not Found",NULL,NULL,,Miami,null,NULL,NULL
MS4e_BOM,B46885,"MS4E EMBEDDED VER 2.00.64",1,Purchased,pablo.diaz,MS4e,B46885_1,Compliant,NULL,NULL,MS4e_0,Miami,MS4e.B46885,NULL,NULL
MS4e_BOM,B47721,"KIT,MULTISIZER 4E V CHECK",1,Manufactured,pablo.diaz,MS4e,B47721_2,"Compliant By Rohs Children","Compliant By Rohs Children",NULL,MS4e_0,Miami,MS4e.B47721,NULL,NULL
MS4e_BOM,B23942,"MANUAL,MULTISIZER 4E V CHECK GUIDE",2,Purchased,pablo.diaz,B47721,B23942_3,"Out Of Scope",Document,NULL,B47721_2,Miami,MS4e.B47721.B23942,NULL,NULL
MS4e_BOM,B47893,"PL,B47721 KIT, MULTISIZER 4E V CHECK",2,Reference,pablo.diaz,B47721,B47893_4,"Out Of Scope",Document,NULL,B47721_2,Miami,MS4e.B47721.B47893,NULL,NULL
MS4e_BOM,B24625,"PROCESS ENG FORM,B47721 KIT, MULTISIZER 4E V CHECK",2,Reference,pablo.diaz,B47721,B24625_5,"Out Of Scope",Document,NULL,B47721_2,Miami,MS4e.B47721.B24625,NULL,NULL
MS4e_BOM,177796,"LBL,HIBC,KITS, BAR CODE",2,Manufactured,pablo.diaz,B47721,177796_6,"Compliant By Rohs Children","Compliant By Rohs Children",NULL,B47721_2,Miami,MS4e.B47721.177796,NULL,NULL
MS4e_BOM,0508080,"OFCE SPLS,LABEL,BLANK, 2.50X1.75 WHT VINYL",3,Purchased,pablo.diaz,177796,0508080_7,Compliant,NULL,NULL,177796_6,Miami,MS4e.B47721.177796.0508080,NULL,NULL
MS4e_BOM,7221555,"MANUAL;GRAPHIC; KIT,V CHECK, MS3",2,Purchased,pablo.diaz,B47721,7221555_8,Compliant,NULL,NULL,B47721_2,Miami,MS4e.B47721.7221555,NULL,NULL
MS4e_BOM,8005003,"TAPE,PAPER 3"" REINFORCED",2,"Bulk Costed",pablo.diaz,B47721,8005003_9,Compliant,NULL,NULL,B47721_2,Miami,MS4e.B47721.8005003,NULL,NULL
MS4e_BOM,8016010,"RAW PACKING MATL, PELLETS,FOAM,FREE FLOW FILL",2,"Bulk Costed",pablo.diaz,B47721,8016010_10,Compliant,NULL,NULL,B47721_2,Miami,MS4e.B47721.8016010,NULL,NULL
MS4e_BOM,8309870,"CP;CASE, V CHECK KIT",2,Purchased,pablo.diaz,B47721,8309870_11,Compliant,NULL,NULL,B47721_2,Miami,MS4e.B47721.8309870,NULL,NULL
MS4e_BOM,8309978,"PKG;V CHECK KIT",2,Purchased,pablo.diaz,B47721,8309978_12,Compliant,NULL,NULL,B47721_2,Miami,MS4e.B47721.8309978,NULL,NULL
MS4e_BOM,A45561,"CP,BRACE, SHIPPING, PLATFORM",1,Purchased,pablo.diaz,MS4e,A45561_13,Compliant,NULL,NULL,MS4e_0,Miami,MS4e.A45561,NULL,NULL
MS4e_BOM,A52489,"PKG MATLS,MULTISIZER 4",1,Purchased,pablo.diaz,MS4e,A52489_14,Compliant,NULL,NULL,MS4e_0,Miami,MS4e.A52489,NULL,NULL
MS4e_BOM,A56438,"TSTG SPEC;",1,Reference,pablo.diaz,MS4e,A56438_15,"Out Of Scope",Document,NULL,MS4e_0,Miami,MS4e.A56438,NULL,NULL
